SS,CNN,AMSimplex,RLSimplex
83.26101303,81.03251457,131.1409473,132.4808598
84.58948135,85.40129662,136.8672848,135.6344223
86.88306808,80.80816269,132.5933933,130.9995651
82.54814148,83.23383331,128.7264824,131.7038536
80.97171783,84.01417732,135.9062195,135.9574795
86.97748184,55.82308769,142.4963474,133.1214905
51.87177658,69.4372654,121.5693951,128.2508373
81.98833466,88.22536469,136.7502213,140.0158405
82.04507828,84.81431007,131.0231686,134.008646
86.01427078,83.18352699,129.7876835,130.6684017
80.94739914,91.36128426,141.430378,130.1953793
85.52479744,86.79437637,130.5084229,136.0025406
90.37280083,80.51967621,132.4310303,132.5507164
82.71098137,80.5337429,131.4280033,119.8029518
83.40835571,99.9751091,135.4262829,147.0837593
83.98604393,73.42863083,128.775835,131.8359375
83.62364769,81.33721352,170.4003811,127.8858185
85.28256416,88.89198303,95.63970566,133.441925
86.09104156,70.81723213,116.7683601,135.5450153
82.75675774,113.3716106,129.7283173,131.7565441
84.09976959,83.79793167,149.8192787,137.7482414
81.56061172,86.21549606,94.77066994,135.3538036
84.46598053,83.61887932,107.9795361,126.1987686
82.88908005,85.20436287,102.5555134,135.7095242
79.99825478,86.10343933,134.9380016,135.3695393
86.08603477,78.01151276,130.1624775,127.0086765
82.8037262,79.34951782,130.6357384,58.27975273
79.97918129,87.17870712,136.8398666,140.2099133
85.98351479,82.88955688,133.4958076,70.42360306
79.30517197,80.76500893,133.7585449,53.43365669
80.05595207,85.31785011,132.7931881,63.77768517
86.00187302,84.4271183,159.9256039,63.74526024
82.47327805,87.01777458,83.14418793,69.33045387
79.29992676,77.86822319,87.93473244,81.39371872
79.95319366,85.12377739,101.3371944,59.45777893
83.35232735,82.96346664,141.1113739,55.33480644
82.36193657,84.13290977,127.8715134,121.6335297
79.11419868,85.49046516,146.6009617,132.2865486
82.79061317,86.2736702,118.3741093,135.8706951
79.96487617,62.57820129,174.9544144,135.2443695
81.86531067,51.74922943,90.26098251,142.5499916
86.09008789,119.4810867,133.4033012,122.9817867
80.60860634,76.88951492,151.9600868,142.8949833
79.81514931,87.66698837,178.5075569,132.1046352
81.61401749,81.22849464,80.38544655,122.7033138
86.34495735,80.28316498,138.682127,137.160778
82.87525177,81.32457733,158.4348679,135.1265907
82.9885006,57.19661713,80.48439026,132.1537495
86.04383469,56.83755875,81.71987534,128.139019
83.04691315,68.06182861,132.2939396,133.7583065
83.1182003,87.98003197,159.5785427,134.3026161
86.61818504,79.91695404,94.0682888,129.3494701
82.6086998,84.83409882,125.2782345,134.0243816
82.44156837,77.61049271,138.4167671,137.1364594
86.04621887,55.38868904,134.8996162,130.2573681
81.45594597,56.08320236,129.2419434,134.9470615
85.21437645,96.51041031,133.3529949,128.9660931
84.59877968,89.62988853,134.2961788,111.7076874
86.26413345,84.80644226,130.0570965,163.0477905
83.14824104,97.34010696,134.0053082,128.1716824
66.3421154,71.70319557,131.0331821,131.5476894
85.80112457,71.04182243,135.8149052,131.1457157
82.87239075,101.9704342,132.2963238,134.3002319
84.44952965,70.23143768,142.8308487,129.5249462
90.66700935,57.75356293,124.6769428,129.8921108
83.95791054,101.4137268,127.2308826,139.1804218
81.47025108,104.9375534,113.6696339,132.8599453
83.88233185,102.6222706,183.4037304,128.1473637
85.99662781,102.1976471,104.049921,139.5993233
82.78155327,99.79271889,141.4232254,134.7308159
86.50231361,105.1454544,129.5166016,125.0445843
83.59646797,103.2447815,137.7255917,135.2760792
77.71801949,48.01297188,123.3878136,132.9820156
78.85670662,106.2860489,138.5731697,131.5989494
74.09524918,82.7729702,131.4966679,135.9546185
101.5939713,104.1884422,133.0039501,141.5228844
101.5150547,103.1358242,141.6049004,124.1769791
105.9458256,102.98419,122.9121685,131.8595409
101.3150215,101.0375023,135.2713108,153.3676624
110.2864742,106.7399979,133.081913,60.52970886
79.15282249,103.1243801,131.9756508,83.32943916
85.24560928,103.8999557,145.6923485,134.4733238
81.03060722,100.3081799,125.6172657,133.6910725
81.39324188,106.2533855,129.5819283,128.1306744
83.5351944,102.0138264,133.5000992,138.4630203
79.99968529,96.68421745,179.7838211,128.7665367
81.47883415,105.0374508,89.81370926,134.3374252
75.0336647,103.063345,107.9461575,130.9802532
101.4630795,102.6148796,150.8953571,137.4022961
102.3185253,106.679678,132.8918934,132.0645809
105.9992313,99.84874725,154.5934677,128.715992
102.6818752,103.8212776,109.9607944,138.5066509
110.6550694,102.3697853,135.5211735,138.5896206
80.61957359,106.02808,134.2420578,130.5844784
83.85658264,102.4193764,131.3569546,108.6966991
22.58372307,103.2326221,148.0680943,139.6040916
67.03710556,105.6456566,75.98781586,142.878294
104.269743,108.4756851,96.13037109,134.6731186
101.6952991,91.02463722,110.4083061,134.3069077
100.6419659,106.3301563,135.477066,131.2496662
103.6043167,87.62526512,166.2935257,128.7686825
111.2322807,91.13645554,100.9297371,137.732029
70.68777084,104.8872471,101.534605,131.3784122
105.5109501,104.0883064,96.80223465,135.3719234
103.4264565,100.199461,113.6641502,134.0413094
100.3715992,102.4906635,121.7467785,130.1708221
101.5067101,105.8511734,130.8948994,133.8253021
115.6864166,103.1210423,149.6706009,134.2611313
68.01366806,95.83878517,112.2794151,131.3090324
93.11318398,105.5233479,146.3103294,139.6007538
105.5264473,101.8903255,121.326685,130.8326721
102.2517681,103.0554771,133.9385509,128.3173561
102.8034687,106.0357094,145.2347856,134.7105503
115.2894497,101.5846729,76.34663582,129.6694279
30.95388412,102.2298336,70.88208199,134.7846985
78.78947258,107.0017815,145.5392838,137.0048523
81.88843727,92.19384193,90.70372581,127.2926331
86.03954315,128.6725998,112.5500202,142.626524
80.19280434,79.65016365,112.3893261,133.0022812
79.49662209,91.97592735,132.9195499,105.0307751
84.10334587,74.16629791,131.6726208,160.7108116
79.56409454,74.23353195,130.0668716,130.0902367
77.99482346,84.91110802,137.5346184,131.9797039
82.19408989,77.03948021,145.5296516,133.6619854
80.73306084,76.76148415,95.18837929,136.8691921
79.85138893,77.66985893,130.4969788,130.0547123
83.47630501,83.52828026,182.5063229,131.3126087
79.34212685,80.44934273,85.22129059,137.714386
78.4099102,69.28944588,132.9847536,127.6423931
80.53731918,76.32088661,94.94280815,135.1521015
85.36028862,79.37860489,138.828516,134.8698139
81.56466484,77.63338089,97.62954712,134.0401173
81.70175552,82.12304115,128.24893,143.4724331
84.79547501,81.05254173,81.41040802,123.1403351
79.77175713,78.56917381,114.1254902,132.6425076
95.32523155,82.16571808,87.64481544,141.4124966
105.9315205,82.67426491,107.4185371,136.1970901
103.8284302,80.99794388,102.6210785,118.8020706
101.4149189,69.56744194,137.5193596,131.1237812
107.0284843,65.72318077,180.2678108,137.9146576
113.5933399,65.94944,92.70071983,130.1934719
81.47192001,84.6965313,140.1190758,107.853651
83.15372467,67.5406456,90.82102776,159.0020657
84.04231071,103.1928062,158.2510471,147.2630501
82.59916306,102.5547981,131.7567825,119.109869
83.54020119,111.2661362,138.6344433,133.4154606
88.19293976,69.68283653,129.9593449,136.5475655
79.16545868,104.0728092,144.9959278,127.2735596
83.42647552,104.2895317,124.9170303,146.7523575
85.03603935,79.28514481,130.5572987,129.8708916
68.32742691,102.0410061,144.1903114,122.0488548
70.05262375,113.5921478,122.1234798,140.3689384
102.2853851,93.25933456,131.1516762,125.0019073
106.0678959,102.7078629,137.4158859,134.9766254
101.7284393,101.4082432,134.4034672,128.9410591
101.4704704,105.6904793,162.2169018,130.1324368
102.1268368,101.8025875,129.1465759,143.2073116
85.39175987,100.4056931,104.5167446,135.0784302
83.01329613,37.24503517,131.0026646,131.2818527
88.13023567,56.73885345,135.2255344,130.4619312
81.42137527,101.795435,132.9176426,132.5068474
79.13923264,146.2059021,142.7342892,129.7779083
83.95624161,77.6014328,126.7225742,105.7772636
81.27784729,80.05690575,106.2459946,160.5436802
83.89306068,66.93530083,168.2324409,140.9883499
80.5721283,85.43944359,128.0033588,123.850584
85.68263054,71.34437561,126.7926693,150.6240368
80.78742027,75.22320747,138.957262,120.4271317
71.09284401,90.87443352,130.3007603,132.455349
85.1328373,68.64094734,136.3167763,130.7933331
80.90949059,67.66891479,121.3327885,131.2689781
82.07392693,68.93086433,101.7401218,130.4631233
85.65783501,69.67663765,92.30780602,132.3144436
83.28413963,68.20249557,122.2569942,137.3910904
84.84387398,68.3825016,127.7563572,131.7830086
87.92734146,68.21656227,133.5096359,135.9348297
84.0780735,70.90353966,167.6609516,128.8473606
80.70969582,69.69690323,123.0192184,136.146307
84.17415619,71.33364677,101.4287472,129.0831566
86.6997242,68.84145737,129.7206879,135.5934143
83.81462097,69.46635246,132.6272488,131.4618587
83.07719231,69.54097748,148.3518314,132.1926117
85.08515358,71.99573517,117.4018383,134.9265575
80.86109161,68.85266304,131.3707829,134.1996193
81.28499985,76.72357559,79.20622826,105.0753593
87.94140816,80.80601692,110.8562946,156.3205719
83.71281624,67.3623085,108.702898,137.3822689
84.40732956,103.4958363,136.0652447,131.5102577
85.1252079,105.979681,145.0986099,132.4000359
81.02250099,102.9016972,97.70178795,134.7372532
81.19058609,102.4627686,102.9658318,132.7466965
81.24399185,107.0864201,131.7846775,132.5621605
84.19823647,93.68681908,129.601717,132.8248978
81.19058609,102.5938988,142.1608925,133.472681
81.47978783,105.5352688,140.5127048,131.5147877
85.02697945,101.2094021,116.9092655,137.7263069
80.51967621,103.4069061,135.8268261,128.6854744
81.15625381,82.54861832,134.547472,133.8217258
85.05344391,106.4360142,130.9411526,129.5404434
83.8997364,102.2648811,132.3406696,138.9684677
82.96632767,101.0160446,140.1040554,134.9742413
81.46595955,106.303215,130.8937073,135.5669498
86.48729324,102.1823883,127.9459,125.1325607
81.73751831,102.209568,189.3799305,134.4718933
81.76159859,105.899334,185.1708889,133.7583065
86.22527122,102.180481,104.3803692,134.999752
80.77383041,102.0805836,128.0055046,129.4903755
81.81595802,107.1796417,78.8269043,130.8131218
87.96572685,100.4507542,102.7984619,136.8951797
82.3996067,103.8329601,142.4193382,106.1549187
82.62419701,102.1244526,135.6892586,131.9785118
85.82758904,106.4321995,170.3467369,156.826973
82.14426041,101.855278,99.49469566,134.1531277
84.23948288,102.0643711,130.3472519,133.7981224
81.59375191,101.6726494,131.4945221,134.9473
87.97645569,101.9821167,130.5439472,129.9304962
